crop,plant_id,plant_type,plant_name,plant_common_name,plant_taxon_level,plant_family,plant_genus,plant_species
genus:antirrhinum,genus:antirrhinum,non-crop,Antirrhinum,"Snapdragon, Dragon Flower",Genus,Plantaginaceae,Antirrhinum,NA
genus:apios,genus:apios,non-crop,Apios,Groundnut,Genus,Fabaceae,Apios,NA
genus:aplectrum,genus:aplectrum,non-crop,Aplectrum,Adam and Eve,Genus,Orchidaceae,Aplectrum,NA
genus:aquilegia,genus:aquilegia,non-crop,Aquilegia,Columbine,Genus,Ranunculaceae,Aquilegia,NA
genus:arctostaphylos,genus:arctostaphylos,non-crop,Arctostaphylos,Manzanita or Bearberry,Genus,Ericaceae,Arctostaphylos,NA
genus:argyranthemum,genus:argyranthemum,non-crop,Argyranthemum,Marguerite Daisy,Genus,Asteraceae,Argyranthemum,NA
genus:arisaema,genus:arisaema,non-crop,Arisaema,"Jack-in-the-Pulpit, Indian Turnip",Genus,Araceae,Arisaema,NA
genus:arnoglossum,genus:arnoglossum,non-crop,Arnoglossum,Indian Plantain,Genus,Asteraceae,Arnoglossum,NA
genus:aruncus,genus:aruncus,non-crop,Aruncus,Goatsbeard,Genus,Rosaceae,Aruncus,NA
genus:asarum,genus:asarum,non-crop,Asarum,Wild Ginger,Genus,Aristolochiaceae,Asarum,NA
genus:asclepias,genus:asclepias,non-crop,Asclepias,Milkweed,Genus,Apocynaceae,Asclepias,NA
genus:asparagus,genus:asparagus,non-crop,Asparagus,Asparagus,Genus,Asparagaceae,Asparagus,NA
genus:astilbe,genus:astilbe,non-crop,Astilbe,Goat's beard,Genus,Saxifragaceae,Astilbe,NA
genus:astragalus,genus:astragalus,non-crop,Astragalus,Milkvetch,Genus,Fabaceae,Astragalus,NA
genus:astranthium,genus:astranthium,non-crop,Astranthium,Western Daisy,Genus,Asteraceae,Astranthium,NA
genus:astrantia,genus:astrantia,non-crop,Astrantia,Masterwort,Genus,Apiaceae,Astrantia,NA
genus:aubrieta,genus:aubrieta,non-crop,Aubrieta,Rock Cress,Genus,Brassicaceae,Aubrieta,NA
genus:aureolaria,genus:aureolaria,non-crop,Aureolaria,"Yellow False Foxglove, Oak-Leech",Genus,Orobanchaceae,Aureolaria,NA
genus:balsamorhiza,genus:balsamorhiza,non-crop,Balsamorhiza,Balsamroot,Genus,Asteraceae,Balsamorhiza,NA
genus:baptisia,genus:baptisia,non-crop,Baptisia,"Wild Indigo, False Indigo",Genus,Fabaceae,Baptisia,NA
genus:begonia,genus:begonia,non-crop,Begonia,Begonia,Genus,Begoniaceae,Begonia,NA
genus:bellis,genus:bellis,non-crop,Bellis,Daisy,Genus,Asteraceae,Bellis,NA
genus:bergenia,genus:bergenia,non-crop,Bergenia,Bergenia,Genus,Saxifragaceae,Bergenia,NA
genus:bidens,genus:bidens,non-crop,Bidens,Beggarticks,Genus,Asteraceae,Bidens,NA
genus:bignonia,genus:bignonia,non-crop,Bignonia,Crossvine,Genus,Bignoniaceae,Bignonia,NA
genus:blepharipappus,genus:blepharipappus,non-crop,Blepharipappus,Eyelashweed,Genus,Asteraceae,Blepharipappus,NA
genus:boechera,genus:boechera,non-crop,Boechera,Rockcress,Genus,Brassicaceae,Boechera,NA
genus:bougainvillea,genus:bougainvillea,non-crop,Bougainvillea,Bougainvilleas,Genus,Nyctaginaceae,Bougainvillea,NA
genus:bouvardia,genus:bouvardia,non-crop,Bouvardia,Hummingbird Flower,Genus,Rubiaceae,Bouvardia,NA
genus:brassica,genus:brassica,non-crop,Brassica,"Cabbage, Mustard",Genus,Brassicaceae,Brassica,NA
genus:brugmansia,genus:brugmansia,non-crop,Brugmansia,Angel's Trumpets,Genus,Solanaceae,Brugmansia,NA
genus:bryophyllum,genus:bryophyllum,non-crop,Bryophyllum,Mother of Millions,Genus,Crassulaceae,Bryophyllum,NA
genus:buchnera,genus:buchnera,non-crop,Buchnera,Bluehearts,Genus,Orobanchaceae,Buchnera,NA
genus:buddleja,genus:buddleja,non-crop,Buddleja,Butterfly Bush,Genus,Scrophulariaceae,Buddleja,NA
genus:calendula,genus:calendula,non-crop,Calendula,Calendula,Genus,Asteraceae,Calendula,NA
genus:calliandra,genus:calliandra,non-crop,Calliandra,Powder Puff,Genus,Fabaceae,Calliandra,NA
genus:callicarpa,genus:callicarpa,non-crop,Callicarpa,Beautyberry,Genus,Lamiaceae,Callicarpa,NA
genus:calochortus,genus:calochortus,non-crop,Calochortus,Mariposa Lily,Genus,Liliaceae,Calochortus,NA
genus:calopogon,genus:calopogon,non-crop,Calopogon,Grass Pink,Genus,Orchidaceae,Calopogon,NA
genus:calycanthus,genus:calycanthus,non-crop,Calycanthus,Sweetshrub,Genus,Calycanthaceae,Calycanthus,NA
genus:calypso,genus:calypso,non-crop,Calypso,Fairy Slipper,Genus,Orchidaceae,Calypso,NA
genus:calystegia,genus:calystegia,non-crop,Calystegia,Morning Glory,Genus,Convolvulaceae,Calystegia,NA
genus:camassia,genus:camassia,non-crop,Camassia,Camas,Genus,Asparagaceae,Camassia,NA
genus:campanula,genus:campanula,non-crop,Campanula,Bellflower,Genus,Campanulaceae,Campanula,NA
genus:campanulastrum,genus:campanulastrum,non-crop,Campanulastrum,Bellflower,Genus,Campanulaceae,Campanulastrum,NA
genus:campsis,genus:campsis,non-crop,Campsis,Trumpet Creeper,Genus,Bignoniaceae,Campsis,NA
genus:canna,genus:canna,non-crop,Canna,Canna Lily,Genus,Cannaceae,Canna,NA
genus:cardamine,genus:cardamine,non-crop,Cardamine,Bittercress,Genus,Brassicaceae,Cardamine,NA
genus:cardiospermum,genus:cardiospermum,non-crop,Cardiospermum,Balloonvine,Genus,Sapindaceae,Cardiospermum,NA
genus:carduus,genus:carduus,non-crop,Carduus,Plumeless Thistle,Genus,Asteraceae,Carduus,NA
genus:castilleja,genus:castilleja,non-crop,Castilleja,Indian Paintbrush,Genus,Orobanchaceae,Castilleja,NA
genus:caulophyllum,genus:caulophyllum,non-crop,Caulophyllum,Cohosh,Genus,Berberidaceae,Caulophyllum,NA
genus:ceanothus,genus:ceanothus,non-crop,Ceanothus,Ceanothus,Genus,Rhamnaceae,Ceanothus,NA
genus:celosia,genus:celosia,non-crop,Celosia,Cockscomb,Genus,Amaranthaceae,Celosia,NA
genus:centaurea,genus:centaurea,non-crop,Centaurea,Knapweed,Genus,Asteraceae,Centaurea,NA
genus:centrosema,genus:centrosema,non-crop,Centrosema,Butterfly Pea,Genus,Fabaceae,Centrosema,NA
genus:cephalanthus,genus:cephalanthus,non-crop,Cephalanthus,Buttonbush,Genus,Rubiaceae,Cephalanthus,NA
genus:cercis,genus:cercis,non-crop,Cercis,Redbud,Genus,Fabaceae,Cercis,NA
genus:cevallia,genus:cevallia,non-crop,Cevallia,Stinging Serpents,Genus,Loasaceae,Cevallia,NA
genus:chaenactis,genus:chaenactis,non-crop,Chaenactis,Pincushion,Genus,Asteraceae,Chaenactis,NA
genus:chaenomeles,genus:chaenomeles,non-crop,Chaenomeles,Flowering Quince,Genus,Rosaceae,Chaenomeles,NA
genus:chamaecrista,genus:chamaecrista,non-crop,Chamaecrista,Partridge Pea,Genus,Fabaceae,Chamaecrista,NA
genus:chamaelirium,genus:chamaelirium,non-crop,Chamaelirium,Fairywand,Genus,Melanthiaceae,Chamaelirium,NA
genus:chamerion,genus:chamerion,non-crop,Chamerion,Fireweed,Genus,Onagraceae,Chamerion,NA
genus:chelone,genus:chelone,non-crop,Chelone,Turtlehead,Genus,Plantaginaceae,Chelone,NA
genus:chimaphila,genus:chimaphila,non-crop,Chimaphila,Pipsissewa,Genus,Ericaceae,Chimaphila,NA
genus:chionanthus,genus:chionanthus,non-crop,Chionanthus,Fringetree,Genus,Oleaceae,Chionanthus,NA
genus:chrysanthemum,genus:chrysanthemum,non-crop,Chrysanthemum,Daisy,Genus,Asteraceae,Chrysanthemum,NA
genus:chrysogonum,genus:chrysogonum,non-crop,Chrysogonum,Chrysogonum,Genus,Asteraceae,Chrysogonum,NA
genus:chrysopsis,genus:chrysopsis,non-crop,Chrysopsis,Goldenaster,Genus,Asteraceae,Chrysopsis,NA
genus:cichorium,genus:cichorium,non-crop,Cichorium,Chicory,Genus,Asteraceae,Cichorium,NA
genus:cimicifuga,genus:cimicifuga,non-crop,Cimicifuga,Bugbane,Genus,Ranunculaceae,Cimicifuga,NA
genus:cirsium,genus:cirsium,non-crop,Cirsium,Thistle,Genus,Asteraceae,Cirsium,NA
genus:cistus,genus:cistus,non-crop,Cistus,Rockrose,Genus,Cistaceae,Cistus,NA
genus:citrus,genus:citrus,non-crop,Citrus,Citrus,Genus,Rutaceae,Citrus,NA
genus:clarkia,genus:clarkia,non-crop,Clarkia,Clarkia,Genus,Onagraceae,Clarkia,NA
genus:claytonia,genus:claytonia,non-crop,Claytonia,Spring Beauty,Genus,Caryophyllaceae,Claytonia,NA
genus:cleistesiopsis,genus:cleistesiopsis,non-crop,Cleistesiopsis,Spreading Pogonia,Genus,Orchidaceae,Cleistesiopsis,NA
genus:clematis,genus:clematis,non-crop,Clematis,Leather Flower,Genus,Ranunculaceae,Clematis,NA
genus:cleomella,genus:cleomella,non-crop,Cleomella,Stinkweed,Genus,Cleomaceae,Cleomella,NA
genus:clinopodium,genus:clinopodium,non-crop,Clinopodium,Calamint,Genus,Lamiaceae,Clinopodium,NA
genus:clintonia,genus:clintonia,non-crop,Clintonia,Bluebead,Genus,Liliaceae,Clintonia,NA
genus:clitoria,genus:clitoria,non-crop,Clitoria,Pigeonwings,Genus,Fabaceae,Clitoria,NA
genus:clivia,genus:clivia,non-crop,Clivia,Natal Lily or Bush Lily,Genus,Amaryllidaceae,Clivia,NA
genus:collinsia,genus:collinsia,non-crop,Collinsia,Blue Eyed Mary,Genus,Plantaginaceae,Collinsia,NA
genus:collinsonia,genus:collinsonia,non-crop,Collinsonia,Horsebalm,Genus,Lamiaceae,Collinsonia,NA
genus:collomia,genus:collomia,non-crop,Collomia,Trumpet Flower,Genus,Polemoniaceae,Collomia,NA
genus:commelina,genus:commelina,non-crop,Commelina,Dayflower,Genus,Commelinaceae,Commelina,NA
genus:conoclinium,genus:conoclinium,non-crop,Conoclinium,Mistflower,Genus,Asteraceae,Conoclinium,NA
genus:conopholis,genus:conopholis,non-crop,Conopholis,Squawroot,Genus,Orobanchaceae,Conopholis,NA
genus:convallaria,genus:convallaria,non-crop,Convallaria,Lily of the Valley,Genus,Asparagaceae,Convallaria,NA
genus:convolvulus,genus:convolvulus,non-crop,Convolvulus,Bindweed or Morning Glory,Genus,Convolvulaceae,Convolvulus,NA
genus:cordylanthus,genus:cordylanthus,non-crop,Cordylanthus,Birds Beak,Genus,Orobanchaceae,Cordylanthus,NA
genus:coreopsis,genus:coreopsis,non-crop,Coreopsis,Tickseed,Genus,Asteraceae,Coreopsis,NA
genus:cornus,genus:cornus,non-crop,Cornus,Dogwood,Genus,Cornaceae,Cornus,NA
genus:coronilla,genus:coronilla,non-crop,Coronilla,Vetch,Genus,Fabaceae,Coronilla,NA
genus:corydalis,genus:corydalis,non-crop,Corydalis,"Fumewort, Corydalis",Genus,Papaveraceae,Corydalis,NA
genus:cosmos,genus:cosmos,non-crop,Cosmos,Cosmos,Genus,Asteraceae,Cosmos,NA
genus:cotoneaster,genus:cotoneaster,non-crop,Cotoneaster,Cotoneaster,Genus,Rosaceae,Cotoneaster,NA
genus:crepis,genus:crepis,non-crop,Crepis,Hawksbeard,Genus,Asteraceae,Crepis,NA
genus:crocosmia,genus:crocosmia,non-crop,Crocosmia,Montbretia,Genus,Iridaceae,Crocosmia,NA
genus:crocus,genus:crocus,non-crop,Crocus,Crocus,Genus,Iridaceae,Crocus,NA
genus:cuphea,genus:cuphea,non-crop,Cuphea,Waxweed,Genus,Lythraceae,Cuphea,NA
genus:cuscuta,genus:cuscuta,non-crop,Cuscuta,Dodder,Genus,Convolvulaceae,Cuscuta,NA
genus:cyclamen,genus:cyclamen,non-crop,Cyclamen,Cyclamen,Genus,Primulaceae,Cyclamen,NA
genus:cymophyllus,genus:cymophyllus,non-crop,Cymophyllus,Cymophyllus,Genus,Cyperaceae,Cymophyllus,NA
genus:cynoglossum,genus:cynoglossum,non-crop,Cynoglossum,Hound's tongue,Genus,Boraginaceae,Cynoglossum,NA
genus:cyperus,genus:cyperus,non-crop,Cyperus,Flatsedge,Genus,Cyperaceae,Cyperus,NA
genus:cypripedium,genus:cypripedium,non-crop,Cypripedium,Ladyslipper,Genus,Orchidaceae,Cypripedium,NA
genus:dahlia,genus:dahlia,non-crop,Dahlia,Dahlia,Genus,Asteraceae,Dahlia,NA
genus:dalea,genus:dalea,non-crop,Dalea,Prairie Clover,Genus,Fabaceae,Dalea,NA
genus:daphne,genus:daphne,non-crop,Daphne,Daphne,Genus,Thymelaeaceae,Daphne,NA
genus:dasiphora,genus:dasiphora,non-crop,Dasiphora,Shrubby Cinquefoil,Genus,Rosaceae,Dasiphora,NA
genus:dasistoma,genus:dasistoma,non-crop,Dasistoma,Mullein Foxglove,Genus,Orobanchaceae,Dasistoma,NA
genus:datura,genus:datura,non-crop,Datura,"Jimsonweed, Devil's Trumpets",Genus,Solanaceae,Datura,NA
genus:daucus,genus:daucus,non-crop,Daucus,Queen Anne's Lace,Genus,Apiaceae,Daucus,NA
genus:delosperma,genus:delosperma,non-crop,Delosperma,Iceplant,Genus,Aizoaceae,Delosperma,NA
genus:delphinium,genus:delphinium,non-crop,Delphinium,Larkspur,Genus,Ranunculaceae,Delphinium,NA
genus:desmanthus,genus:desmanthus,non-crop,Desmanthus,Bundleflower,Genus,Fabaceae,Desmanthus,NA
genus:desmodium,genus:desmodium,non-crop,Desmodium,Ticktrefoil,Genus,Fabaceae,Desmodium,NA
genus:dianella,genus:dianella,non-crop,Dianella,Flax Lily,Genus,Asphodelaceae,Dianella,NA
genus:dianthus,genus:dianthus,non-crop,Dianthus,Pink,Genus,Caryophyllaceae,Dianthus,NA
genus:diascia,genus:diascia,non-crop,Diascia,Twinspur,Genus,Scrophulariaceae,Diascia,NA
genus:dicentra,genus:dicentra,non-crop,Dicentra,Bleeding Heart,Genus,Papaveraceae,Dicentra,NA
genus:dichondra,genus:dichondra,non-crop,Dichondra,Dichondra,Genus,Convolvulaceae,Dichondra,NA
genus:diervilla,genus:diervilla,non-crop,Diervilla,Bush Honeysuckle,Genus,Caprifoliaceae,Diervilla,NA
genus:dietes,genus:dietes,non-crop,Dietes,"Wood Iris, Wild Iris, Fortnight Lily, African Iris, Japanese Iris, Butterfly Iris",Genus,Iridaceae,Dietes,NA
genus:digitalis,genus:digitalis,non-crop,Digitalis,Foxglove,Genus,Plantaginaceae,Digitalis,NA
genus:diodia,genus:diodia,non-crop,Diodia,Buttonweed,Genus,Rubiaceae,Diodia,NA
genus:dioscorea,genus:dioscorea,non-crop,Dioscorea,Yam,Genus,Dioscoreaceae,Dioscorea,NA
genus:diphylleia,genus:diphylleia,non-crop,Diphylleia,Umbrellaleaf,Genus,Berberidaceae,Diphylleia,NA
genus:dipsacus,genus:dipsacus,non-crop,Dipsacus,Teasel,Genus,Caprifoliaceae,Dipsacus,NA
genus:dodecatheon,genus:dodecatheon,non-crop,Dodecatheon,Shooting Star,Genus,Primulaceae,Dodecatheon,NA
genus:duchesnea,genus:duchesnea,non-crop,Duchesnea,Indian Strawberry,Genus,Rosaceae,Duchesnea,NA
genus:echinacea,genus:echinacea,non-crop,Echinacea,Purple Coneflower,Genus,Asteraceae,Echinacea,NA
genus:echium,genus:echium,non-crop,Echium,Viper's Bugloss,Genus,Boraginaceae,Echium,NA
genus:elephantopus,genus:elephantopus,non-crop,Elephantopus,Elephant's Foot,Genus,Asteraceae,Elephantopus,NA
genus:emilia,genus:emilia,non-crop,Emilia,Tasselflower,Genus,Asteraceae,Emilia,NA
genus:epifagus,genus:epifagus,non-crop,Epifagus,Beechdrops,Genus,Orobanchaceae,Epifagus,NA
genus:epigaea,genus:epigaea,non-crop,Epigaea,Trailing Arbutus,Genus,Ericaceae,Epigaea,NA
genus:eranthis,genus:eranthis,non-crop,Eranthis,Winter Aconite,Genus,Ranunculaceae,Eranthis,NA
genus:erica,genus:erica,non-crop,Erica,"Heather, Heath",Genus,Ericaceae,Erica,NA
genus:erigenia,genus:erigenia,non-crop,Erigenia,Parsley,Genus,Apiaceae,Erigenia,NA
genus:erigeron,genus:erigeron,non-crop,Erigeron,Fleabane,Genus,Asteraceae,Erigeron,NA
genus:eriophorum,genus:eriophorum,non-crop,Eriophorum,Cottongrass,Genus,Cyperaceae,Eriophorum,NA
genus:erodium,genus:erodium,non-crop,Erodium,Storksbill,Genus,Geraniaceae,Erodium,NA
genus:eryngium,genus:eryngium,non-crop,Eryngium,Eryngo,Genus,Apiaceae,Eryngium,NA
genus:erysimum,genus:erysimum,non-crop,Erysimum,Wallflower,Genus,Brassicaceae,Erysimum,NA
genus:erythronium,genus:erythronium,non-crop,Erythronium,Fawnlily,Genus,Liliaceae,Erythronium,NA
genus:eschscholzia,genus:eschscholzia,non-crop,Eschscholzia,California Poppy,Genus,Papaveraceae,Eschscholzia,NA
genus:eucnide,genus:eucnide,non-crop,Eucnide,Rock Nettles,Genus,Loasaceae,Eucnide,NA
genus:euonymus,genus:euonymus,non-crop,Euonymus,Spindletree,Genus,Celastraceae,Euonymus,NA
genus:eupatorium,genus:eupatorium,non-crop,Eupatorium,Thoroughwort,Genus,Asteraceae,Eupatorium,NA
genus:euphorbia,genus:euphorbia,non-crop,Euphorbia,Spurge,Genus,Euphorbiaceae,Euphorbia,NA
genus:eurybia,genus:eurybia,non-crop,Eurybia,Eurybia,Genus,Asteraceae,Eurybia,NA
genus:eustoma,genus:eustoma,non-crop,Eustoma,"Lisianthus, Prairie Gentian",Genus,Gentianaceae,Eustoma,NA
genus:eutrochium,genus:eutrochium,non-crop,Eutrochium,Joe Pye Weed,Genus,Asteraceae,Eutrochium,NA
genus:fallopia,genus:fallopia,non-crop,Fallopia,False-buckwheat,Genus,Polygonaceae,Fallopia,NA
genus:filipendula,genus:filipendula,non-crop,Filipendula,"Queen-Of-The-Meadow, Queen-Of-The-Forest, Meadowsweet, Dropwort",Genus,Rosaceae,Filipendula,NA
genus:forsythia,genus:forsythia,non-crop,Forsythia,Forsythia,Genus,Oleaceae,Forsythia,NA
genus:fragaria,genus:fragaria,non-crop,Fragaria,Strawberry,Genus,Rosaceae,Fragaria,NA
genus:freesia,genus:freesia,non-crop,Freesia,Freesia,Genus,Iridaceae,Freesia,NA
genus:fritillaria,genus:fritillaria,non-crop,Fritillaria,Fritillaries,Genus,Liliaceae,Fritillaria,NA
genus:fuschia,genus:fuschia,non-crop,Fuschia,Lady's Eardrop,Genus,Onagraceae,Fuschia,NA
genus:gaillardia,genus:gaillardia,non-crop,Gaillardia,Blanketflower,Genus,Asteraceae,Gaillardia,NA
genus:galanthus,genus:galanthus,non-crop,Galanthus,Snowdrop,Genus,Amaryllidaceae,Galanthus,NA
genus:galax,genus:galax,non-crop,Galax,Galax,Genus,Diapensiaceae,Galax,NA
genus:galearis,genus:galearis,non-crop,Galearis,"Showy orchis, Galearis",Genus,Orchidaceae,Galearis,NA
genus:gallium,genus:gallium,non-crop,Gallium,Bedstraw Plant,Genus,Rubiaceae,Gallium,NA
genus:gardenia,genus:gardenia,non-crop,Gardenia,Gardenia,Genus,Rubiaceae,Gardenia,NA
genus:gaultheria,genus:gaultheria,non-crop,Gaultheria,"Snowberry, Wintergreen",Genus,Ericaceae,Gaultheria,NA
genus:gaura,genus:gaura,non-crop,Gaura,Evening Primrose,Genus,Onagraceae,Gaura,NA
genus:gazania,genus:gazania,non-crop,Gazania,African Daisy,Genus,Asteraceae,Gazania,NA
genus:gentiana,genus:gentiana,non-crop,Gentiana,Gentian,Genus,Gentianaceae,Gentiana,NA
genus:geranium,genus:geranium,non-crop,Geranium,Geranium,Genus,Geraniaceae,Geranium,NA
genus:gerbera,genus:gerbera,non-crop,Gerbera,Transvaal Daisy,Genus,Asteraceae,Gerbera,NA
genus:geum,genus:geum,non-crop,Geum,Avens,Genus,Rosaceae,Geum,NA
genus:gladiolus,genus:gladiolus,non-crop,Gladiolus,"Gladiolus, Sword Lily",Genus,Iridaceae,Gladiolus,NA
genus:glandularia,genus:glandularia,non-crop,Glandularia,Mock Vervain,Genus,Verbenaceae,Glandularia,NA
genus:glechoma,genus:glechoma,non-crop,Glechoma,Glechoma,Genus,Lamiaceae,Glechoma,NA
genus:goodyera,genus:goodyera,non-crop,Goodyera,Rattlesnake Plantain,Genus,Orchidaceae,Goodyera,NA
genus:grindelia,genus:grindelia,non-crop,Grindelia,Gumweed,Genus,Asteraceae,Grindelia,NA
genus:gypsophila,genus:gypsophila,non-crop,Gypsophila,Baby's Breath,Genus,Caryophyllaceae,Gypsophila,NA
genus:halesia,genus:halesia,non-crop,Halesia,Silverbell,Genus,Styracaceae,Halesia,NA
genus:hamamelis,genus:hamamelis,non-crop,Hamamelis,Witchhazel,Genus,Hamamelidaceae,Hamamelis,NA
genus:hebe,genus:hebe,non-crop,Hebe,Hebe,Genus,Plantaginaceae,Hebe,NA
genus:helenium,genus:helenium,non-crop,Helenium,Sneezeweed,Genus,Asteraceae,Helenium,NA
genus:helianthus,genus:helianthus,non-crop,Helianthus,Sunflower,Genus,Asteraceae,Helianthus,NA
genus:heliotropium,genus:heliotropium,non-crop,Heliotropium,Heliotrope,Genus,Boraginaceae,Heliotropium,NA
genus:helleborus,genus:helleborus,non-crop,Helleborus,"Hellebore, Winter Rose",Genus,Ranunculaceae,Helleborus,NA
genus:hemerocallis,genus:hemerocallis,non-crop,Hemerocallis,Daylily,Genus,Asphodelaceae,Hemerocallis,NA
genus:heracleum,genus:heracleum,non-crop,Heracleum,Cow Parsnip,Genus,Apiaceae,Heracleum,NA
genus:hesperis,genus:hesperis,non-crop,Hesperis,Rocket,Genus,Brassicaceae,Hesperis,NA
genus:heterotheca,genus:heterotheca,non-crop,Heterotheca,Goldenaster - False,Genus,Asteraceae,Heterotheca,NA
genus:heuchera,genus:heuchera,non-crop,Heuchera,Alumroot,Genus,Saxifragaceae,Heuchera,NA
genus:hexastylis,genus:hexastylis,non-crop,Hexastylis,Heartleaf,Genus,Aristolochiaceae,Hexastylis,NA
genus:hibiscus,genus:hibiscus,non-crop,Hibiscus,Rosemallow,Genus,Malvaceae,Hibiscus,NA
genus:hieracium,genus:hieracium,non-crop,Hieracium,Hawkweed,Genus,Asteraceae,Hieracium,NA
genus:hortensia,genus:hortensia,non-crop,Hortensia,Hydrangea,Genus,Hydrangeaceae,Hortensia,NA
genus:hosta,genus:hosta,non-crop,Hosta,"Plantain Lily, Hosta",Genus,Asparagaceae,Hosta,NA
genus:houstonia,genus:houstonia,non-crop,Houstonia,Bluets,Genus,Rubiaceae,Houstonia,NA
genus:hoya,genus:hoya,non-crop,Hoya,Hoya,Genus,Apocynaceae,Hoya,NA
genus:hyacinth,genus:hyacinth,non-crop,Hyacinth,Hyacinth,Genus,Asparagaceae,Hyacinth,NA
genus:hyacinthoides,genus:hyacinthoides,non-crop,Hyacinthoides,Wild Bluebell,Genus,Asparagaceae,Hyacinthoides,NA
genus:hybanthus,genus:hybanthus,non-crop,Hybanthus,Green Violet,Genus,Violaceae,Hybanthus,NA
genus:hydrangea,genus:hydrangea,non-crop,Hydrangea,Hydrangea,Genus,Hydrangeaceae,Hydrangea,NA
genus:hydrastis,genus:hydrastis,non-crop,Hydrastis,Goldenseal,Genus,Ranunculaceae,Hydrastis,NA
genus:hydrophyllum,genus:hydrophyllum,non-crop,Hydrophyllum,Waterleaf,Genus,Boraginaceae,Hydrophyllum,NA
genus:hylotelephium,genus:hylotelephium,non-crop,Hylotelephium,"Stonecrop, Orpine",Genus,Crassulaceae,Hylotelephium,NA
genus:hymenoxys,genus:hymenoxys,non-crop,Hymenoxys,Rubberweed,Genus,Asteraceae,Hymenoxys,NA
genus:hypericum,genus:hypericum,non-crop,Hypericum,St. John's Wort,Genus,Hypericaceae,Hypericum,NA
genus:hypochaeris,genus:hypochaeris,non-crop,Hypochaeris,Cat's Ear,Genus,Asteraceae,Hypochaeris,NA
genus:hypoxis,genus:hypoxis,non-crop,Hypoxis,Star Grass,Genus,Hypoxidaceae,Hypoxis,NA
genus:iberis,genus:iberis,non-crop,Iberis,Candytuft,Genus,Brassicaceae,Iberis,NA
genus:ilex,genus:ilex,non-crop,Ilex,Holly,Genus,Aquifoliaceae,Ilex,NA
genus:impatiens,genus:impatiens,non-crop,Impatiens,Touch-me-not,Genus,Balsaminaceae,Impatiens,NA
genus:ipheion,genus:ipheion,non-crop,Ipheion,Starflower,Genus,Amaryllidaceae,Ipheion,NA
genus:ipomea,genus:ipomea,non-crop,Ipomea,"Morning Glory, Sweet Potato, Bindweed, Moonflower",Genus,Convolvulaceae,Ipomea,NA
genus:ipomoea,genus:ipomoea,non-crop,Ipomoea,Morning Glory,Genus,Convolvulaceae,Ipomoea,NA
genus:ipomopsis,genus:ipomopsis,non-crop,Ipomopsis,Ipomopsis,Genus,Polemoniaceae,Ipomopsis,NA
genus:iris,genus:iris,non-crop,Iris,Iris,Genus,Iridaceae,Iris,NA
genus:itea,genus:itea,non-crop,Itea,Sweetspire,Genus,Saxifragaceae,Itea,NA
genus:ixia,genus:ixia,non-crop,Ixia,African Corn Lily,Genus,Iridaceae,Ixia,NA
genus:ixora,genus:ixora,non-crop,Ixora,West Indian Jasmine,Genus,Rubiaceae,Ixora,NA
